timestamp,run,commit,branch,scenario,avg_ms,p95_ms,throughput,err_rate
2025-10-03T09:58:59Z,33,1d93994,main,Combined Parallel (BSH),2.338,6.000,427.71299,0.000
2025-10-03T09:58:59Z,33,1d93994,main,HTTP Search,1.179,2.000,848.16196,0.000
2025-10-03T09:58:59Z,33,1d93994,main,Syslog UDP,0.611,1.000,1635.98115,0.000
