timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1759547668286,30,GET /api/logs/search,200,,Searchers 1-1,text,true,,462,143,1,1,http://localhost:8080/api/logs/search?q=error&size=50,25,0,16
1759547668719,6,GET /api/logs/count,200,,Searchers 1-1,text,true,,461,134,1,1,http://localhost:8080/api/logs/count?q=error,5,0,0
1759547669019,3,GET /api/logs/search,200,,Searchers 1-2,text,true,,462,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,3,0,1
1759547669020,2,GET /api/logs/search,200,,Searchers 1-1,text,true,,462,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759547669364,3,GET /api/logs/count,200,,Searchers 1-2,text,true,,461,134,2,2,http://localhost:8080/api/logs/count?q=error,3,0,0
1759547669422,2,GET /api/logs/count,200,,Searchers 1-1,text,true,,461,134,2,2,http://localhost:8080/api/logs/count?q=error,2,0,0
1759547669641,2,GET /api/logs/search,200,,Searchers 1-2,text,true,,462,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759547669753,4,GET /api/logs/search,200,,Searchers 1-1,text,true,,462,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,3,0,0
1759547669878,2,GET /api/logs/count,200,,Searchers 1-2,text,true,,461,134,3,3,http://localhost:8080/api/logs/count?q=error,2,0,0
1759547670085,3,GET /api/logs/search,200,,Searchers 1-3,text,true,,462,143,3,3,http://localhost:8080/api/logs/search?q=error&size=50,3,0,1
1759547670086,2,GET /api/logs/count,200,,Searchers 1-1,text,true,,461,134,3,3,http://localhost:8080/api/logs/count?q=error,2,0,0
1759547670160,2,GET /api/logs/search,200,,Searchers 1-2,text,true,,462,143,3,3,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759547670503,2,GET /api/logs/search,200,,Searchers 1-1,text,true,,462,143,3,3,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759547670541,2,GET /api/logs/count,200,,Searchers 1-2,text,true,,461,134,3,3,http://localhost:8080/api/logs/count?q=error,2,0,0
1759547670587,2,GET /api/logs/count,200,,Searchers 1-3,text,true,,461,134,3,3,http://localhost:8080/api/logs/count?q=error,1,0,0
1759547670763,2,GET /api/logs/search,200,,Searchers 1-2,text,true,,462,143,3,3,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759547670881,2,GET /api/logs/count,200,,Searchers 1-1,text,true,,461,134,4,4,http://localhost:8080/api/logs/count?q=error,2,0,0
1759547671068,2,GET /api/logs/search,200,,Searchers 1-3,text,true,,462,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759547671228,4,GET /api/logs/search,200,,Searchers 1-1,text,true,,462,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,4,0,0
