timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1759485409046,26,GET /api/logs/search,200,,Searchers 1-1,text,true,,433,143,1,1,http://localhost:8080/api/logs/search?q=error&size=50,22,0,16
1759485409268,8,GET /api/logs/count,200,,Searchers 1-1,text,true,,432,134,1,1,http://localhost:8080/api/logs/count?q=error,8,0,0
1759485409628,2,GET /api/logs/search,200,,Searchers 1-1,text,true,,433,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485409804,3,GET /api/logs/search,200,,Searchers 1-2,text,true,,433,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,3,0,1
1759485410050,3,GET /api/logs/count,200,,Searchers 1-1,text,true,,432,134,2,2,http://localhost:8080/api/logs/count?q=error,3,0,0
1759485410137,2,GET /api/logs/count,200,,Searchers 1-2,text,true,,432,134,2,2,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485410372,2,GET /api/logs/search,200,,Searchers 1-1,text,true,,433,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485410506,2,GET /api/logs/search,200,,Searchers 1-2,text,true,,433,143,2,2,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485410820,3,GET /api/logs/search,200,,Searchers 1-3,text,true,,433,143,3,3,http://localhost:8080/api/logs/search?q=error&size=50,3,0,1
1759485410863,2,GET /api/logs/count,200,,Searchers 1-1,text,true,,432,134,3,3,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485410993,2,GET /api/logs/count,200,,Searchers 1-2,text,true,,432,134,3,3,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485411197,2,GET /api/logs/search,200,,Searchers 1-2,text,true,,433,143,3,3,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485411290,1,GET /api/logs/count,200,,Searchers 1-3,text,true,,432,134,3,3,http://localhost:8080/api/logs/count?q=error,1,0,0
1759485411328,1,GET /api/logs/search,200,,Searchers 1-1,text,true,,433,143,3,3,http://localhost:8080/api/logs/search?q=error&size=50,1,0,0
1759485411585,2,GET /api/logs/count,200,,Searchers 1-2,text,true,,432,134,4,4,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485411670,3,GET /api/logs/search,200,,Searchers 1-3,text,true,,433,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485411822,2,GET /api/logs/count,200,,Searchers 1-1,text,true,,432,134,4,4,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485411883,2,GET /api/logs/count,200,,Searchers 1-3,text,true,,432,134,4,4,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485411947,2,GET /api/logs/search,200,,Searchers 1-4,text,true,,433,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,1,0,0
1759485411959,1,GET /api/logs/search,200,,Searchers 1-2,text,true,,433,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,1,0,0
1759485412059,2,GET /api/logs/search,200,,Searchers 1-1,text,true,,433,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485412150,2,GET /api/logs/count,200,,Searchers 1-4,text,true,,432,134,4,4,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485412309,2,GET /api/logs/search,200,,Searchers 1-3,text,true,,433,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485412338,2,GET /api/logs/count,200,,Searchers 1-2,text,true,,432,134,4,4,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485412418,2,GET /api/logs/search,200,,Searchers 1-4,text,true,,433,143,4,4,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485412432,1,GET /api/logs/count,200,,Searchers 1-1,text,true,,432,134,4,4,http://localhost:8080/api/logs/count?q=error,1,0,0
1759485412606,2,GET /api/logs/search,200,,Searchers 1-2,text,true,,433,143,5,5,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485412645,2,GET /api/logs/count,200,,Searchers 1-3,text,true,,432,134,5,5,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485412838,2,GET /api/logs/search,200,,Searchers 1-1,text,true,,433,143,5,5,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485412866,2,GET /api/logs/count,200,,Searchers 1-4,text,true,,432,134,5,5,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485412946,2,GET /api/logs/count,200,,Searchers 1-2,text,true,,432,134,5,5,http://localhost:8080/api/logs/count?q=error,2,0,0
1759485412958,2,GET /api/logs/search,200,,Searchers 1-5,text,true,,433,143,5,5,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485412976,1,GET /api/logs/search,200,,Searchers 1-3,text,true,,433,143,5,5,http://localhost:8080/api/logs/search?q=error&size=50,1,0,0
1759485413186,2,GET /api/logs/search,200,,Searchers 1-4,text,true,,433,143,5,5,http://localhost:8080/api/logs/search?q=error&size=50,2,0,0
1759485413222,1,GET /api/logs/count,200,,Searchers 1-5,text,true,,432,134,5,5,http://localhost:8080/api/logs/count?q=error,1,0,0
1759485413264,2,GET /api/logs/count,200,,Searchers 1-1,text,true,,432,134,5,5,http://localhost:8080/api/logs/count?q=error,2,0,0
